Postcode,Ward,Longitude,Latitude
OX107JG,Berinsfield Ward,-1.1679209,51.64421204
OX107JH,Berinsfield Ward,-1.1678354,51.64256597
OX107JJ,Berinsfield Ward,-1.16686799,51.64094062
OX107JL,Berinsfield Ward,-1.16718313,51.64030446
OX107JN,Berinsfield Ward,-1.16587725,51.6405919
OX107JP,Berinsfield Ward,-1.16513729,51.64153976
OX107JQ,Berinsfield Ward,-1.16764169,51.64130578
OX107JR,Berinsfield Ward,-1.16445436,51.64016818
OX107JS,Berinsfield Ward,-1.16596058,51.64156359
OX107JT,Berinsfield Ward,-1.16428376,51.64316117
OX107JU,Berinsfield Ward,-1.16024935,51.64172071
OX107JW,Berinsfield Ward,-1.16549405,51.64021154
OX107JX,Berinsfield Ward,-1.15601694,51.63772508
OX107JY,Berinsfield Ward,-1.16991626,51.64970205
OX107JZ,Berinsfield Ward,-1.17242424,51.65008841
OX107LA,Berinsfield Ward,-1.17363105,51.65049254
OX107LB,Berinsfield Ward,-1.17768355,51.65339832
OX107LE,Berinsfield Ward,-1.17977469,51.65767496
OX107LF,Berinsfield Ward,-1.16695288,51.64419619
OX107LG,Berinsfield Ward,-1.16709178,51.64450288
OX107LH,Berinsfield Ward,-1.16588522,51.64567223
OX107LJ,Berinsfield Ward,-1.16570515,51.64288354
OX107LL,Berinsfield Ward,-1.16837284,51.64952928
OX107LN,Berinsfield Ward,-1.16987975,51.66674085
OX107LP,Berinsfield Ward,-1.17663308,51.6547307
OX107LR,Berinsfield Ward,-1.16443815,51.64576983
OX107LS,Berinsfield Ward,-1.16740542,51.64473889
OX107LU,Berinsfield Ward,-1.1675474,51.64961335
OX107LW,Berinsfield Ward,-1.17635552,51.66366638
OX107LX,Berinsfield Ward,-1.16756101,51.65044967
OX107LY,Berinsfield Ward,-1.17584503,51.65833079
OX107LZ,Berinsfield Ward,-1.17604735,51.66152423
OX107NA,Berinsfield Ward,-1.177356,51.6627113
OX107NB,Berinsfield Ward,-1.17850976,51.66287223
OX107ND,Berinsfield Ward,-1.17770504,51.6633971
OX107NE,Berinsfield Ward,-1.17675445,51.66399288
OX107NF,Berinsfield Ward,-1.17471996,51.6653543
OX107NG,Berinsfield Ward,-1.17015755,51.66578072
OX107NH,Berinsfield Ward,-1.1682461,51.66435551
OX107NJ,Berinsfield Ward,-1.17233328,51.66381793
OX107NL,Berinsfield Ward,-1.17708126,51.66430988
OX107NN,Berinsfield Ward,-1.17648022,51.66476423
OX107NP,Berinsfield Ward,-1.17416936,51.66621362
OX107NQ,Berinsfield Ward,-1.16809443,51.66553233
OX107NR,Berinsfield Ward,-1.17600714,51.66294461
OX107NS,Berinsfield Ward,-1.1756335,51.66361636
OX107NT,Berinsfield Ward,-1.17393398,51.66325374
OX107NU,Berinsfield Ward,-1.17383007,51.66419713
OX107NW,Berinsfield Ward,-1.1754537,51.66555727
OX107NX,Berinsfield Ward,-1.17317477,51.66445326
OX107NY,Berinsfield Ward,-1.17273682,51.66468396
OX107NZ,Berinsfield Ward,-1.17199687,51.66482261
OX107PA,Berinsfield Ward,-1.17145178,51.66458499
OX107PB,Berinsfield Ward,-1.17072777,51.66464281
OX107PD,Berinsfield Ward,-1.16951766,51.66519174
OX107PE,Berinsfield Ward,-1.16928322,51.66456966
OX107PF,Berinsfield Ward,-1.17223197,51.65906067
OX107PG,Berinsfield Ward,-1.16388885,51.66149221
OX107PH,Berinsfield Ward,-1.15814349,51.65086808
OX107PJ,Berinsfield Ward,-1.16352545,51.64824502
OX107PL,Berinsfield Ward,-1.17673527,51.66106149
OX107PN,Berinsfield Ward,-1.17768527,51.66209319
OX107PP,Berinsfield Ward,-1.16908922,51.66331846
OX107PQ,Berinsfield Ward,-1.16364146,51.65529526
OX107PR,Berinsfield Ward,-1.16887712,51.66384746
OX107PS,Berinsfield Ward,-1.16960391,51.66205429
OX107PT,Berinsfield Ward,-1.16997023,51.66178713
OX107PU,Berinsfield Ward,-1.16356559,51.64763388
OX107PW,Berinsfield Ward,-1.16811259,51.66296087
OX107PX,Berinsfield Ward,-1.17308859,51.6588599
OX107PY,Berinsfield Ward,-1.17108937,51.65987984
OX107PZ,Berinsfield Ward,-1.17020991,51.66133026
OX107QA,Berinsfield Ward,-1.16956432,51.66026469
OX107QB,Berinsfield Ward,-1.17069218,51.66025467
OX107QD,Berinsfield Ward,-1.17453854,51.66181035
OX107QE,Berinsfield Ward,-1.17372953,51.65859466
OX107QG,Berinsfield Ward,-1.16895912,51.66252628
OX107QH,Berinsfield Ward,-1.17825017,51.6636347
OX107QJ,Berinsfield Ward,-1.17294079,51.66618699
OX107QL,Berinsfield Ward,-1.17071925,51.65877125
OX107QN,Berinsfield Ward,-1.17346258,51.66611873
OX107QP,Berinsfield Ward,-1.16866328,51.66131032
OX107QQ,Berinsfield Ward,-1.16924036,51.66295987
OX107QW,Berinsfield Ward,-1.17313469,51.66665592
OX107QX,Berinsfield Ward,-1.17552706,51.65992007
OX107RA,Berinsfield Ward,-1.16584906,51.64606759
OX107RD,Berinsfield Ward,-1.16462081,51.64684113
OX107SA,Benson & Crowmarsh Ward,-1.14164731,51.63192033
OX107SB,Benson & Crowmarsh Ward,-1.13982553,51.63428079
OX107SD,Benson & Crowmarsh Ward,-1.13769498,51.63462485
OX108AA,Wallingford Ward,-1.13659185,51.60595138
OX108AB,Wallingford Ward,-1.13385978,51.60610212
OX108AD,Wallingford Ward,-1.13385346,51.60643477
OX108AE,Wallingford Ward,-1.13563835,51.60673564
OX108AF,Wallingford Ward,-1.13666616,51.60736362
OX108AG,Wallingford Ward,-1.13421159,51.60734556
OX108AH,Wallingford Ward,-1.13074238,51.60752676
OX108AJ,Wallingford Ward,-1.12982329,51.60725919
OX108AL,Wallingford Ward,-1.13017549,51.60696508
OX108AN,Wallingford Ward,-1.12954895,51.60650187
OX108AP,Wallingford Ward,-1.13072827,51.60675337
OX108AQ,Wallingford Ward,-1.13309485,51.60759808
OX108AR,Wallingford Ward,-1.1308639,51.60721295
OX108AS,Wallingford Ward,-1.13400083,51.6070383
OX108AW,Wallingford Ward,-1.13048762,51.60649982
OX108BA,Benson & Crowmarsh Ward,-1.11323196,51.60646976
OX108BB,Benson & Crowmarsh Ward,-1.11069818,51.60237737
OX108BD,Benson & Crowmarsh Ward,-1.11021209,51.60656382
OX108BE,Benson & Crowmarsh Ward,-1.1014538,51.60108416
OX108BG,Benson & Crowmarsh Ward,-1.10045547,51.59533982
OX108BH,Benson & Crowmarsh Ward,-1.10403131,51.59630229
OX108BJ,Benson & Crowmarsh Ward,-1.10217667,51.59444483
OX108BL,Benson & Crowmarsh Ward,-1.10116316,51.59386161
OX108BN,Benson & Crowmarsh Ward,-1.10137436,51.59413297
OX108BP,Benson & Crowmarsh Ward,-1.1086433,51.5841626
OX108BQ,Benson & Crowmarsh Ward,-1.08823175,51.59656736
OX108BS,Benson & Crowmarsh Ward,-1.11546127,51.58388144
OX108BU,Benson & Crowmarsh Ward,-1.11942359,51.58498123
OX108BW,Benson & Crowmarsh Ward,-1.11866307,51.59296016
OX108BX,Benson & Crowmarsh Ward,-1.11993689,51.58605509
OX108BZ,Benson & Crowmarsh Ward,-1.12309141,51.58639339
OX108DA,Benson & Crowmarsh Ward,-1.11870079,51.58727768
OX108DD,Benson & Crowmarsh Ward,-1.11149384,51.58675583
OX108DE,Benson & Crowmarsh Ward,-1.11896425,51.59007608
OX108DF,Wallingford Ward,-1.13698021,51.59612634
OX108DG,Benson & Crowmarsh Ward,-1.10556558,51.59757282
OX108DH,Benson & Crowmarsh Ward,-1.10204452,51.59528903
OX108DJ,Wallingford Ward,-1.12461205,51.60190641
OX108DL,Wallingford Ward,-1.12460229,51.60166356
OX108DQ,Benson & Crowmarsh Ward,-1.10317327,51.59515379
OX108DR,Wallingford Ward,-1.12400881,51.60174006
OX108DS,Benson & Crowmarsh Ward,-1.1145002,51.59991539
OX108DT,Benson & Crowmarsh Ward,-1.11995837,51.58942714
OX108DW,Wallingford Ward,-1.12449588,51.60344311
OX108DY,Benson & Crowmarsh Ward,-1.11215281,51.58330799
OX108DZ,Wallingford Ward,-1.13768807,51.60754197
OX108EA,Benson & Crowmarsh Ward,-1.11468411,51.59936829
OX108ED,Benson & Crowmarsh Ward,-1.11153231,51.59958727
OX108EE,Benson & Crowmarsh Ward,-1.11215173,51.6004012
OX108EF,Benson & Crowmarsh Ward,-1.10880019,51.59828076
OX108EG,Benson & Crowmarsh Ward,-1.10554324,51.59723995
OX108EH,Benson & Crowmarsh Ward,-1.10776118,51.59751757
OX108EJ,Benson & Crowmarsh Ward,-1.10806449,51.59751089
OX108EL,Benson & Crowmarsh Ward,-1.10884295,51.59757074
OX108EN,Benson & Crowmarsh Ward,-1.11035815,51.5976092
OX108EP,Benson & Crowmarsh Ward,-1.11262924,51.5973836
OX108EQ,Benson & Crowmarsh Ward,-1.10451133,51.59685443
OX108ER,Benson & Crowmarsh Ward,-1.11087979,51.59825156
OX108ES,Benson & Crowmarsh Ward,-1.11224663,51.59849568
OX108ET,Benson & Crowmarsh Ward,-1.11324024,51.59862907
OX108EU,Benson & Crowmarsh Ward,-1.11430139,51.59825943
OX108EW,Benson & Crowmarsh Ward,-1.11210256,51.59773929
OX108EX,Benson & Crowmarsh Ward,-1.11544275,51.59747675
OX108EY,Benson & Crowmarsh Ward,-1.11508867,51.59712341
OX108EZ,Benson & Crowmarsh Ward,-1.11394373,51.59734856
OX108FA,Wallingford Ward,-1.12945992,51.60209528
OX108FB,Wallingford Ward,-1.12994561,51.60161333
OX108FD,Benson & Crowmarsh Ward,-1.11307366,51.60644159
OX108FE,Wallingford Ward,-1.1313505,51.60290055
OX108FF,Wallingford Ward,-1.13014191,51.60343111
OX108FG,Benson & Crowmarsh Ward,-1.10786082,51.59390367
OX108FH,Cholsey Ward,-1.13592692,51.62120538
OX108FJ,Cholsey Ward,-1.13585736,51.6218253
OX108FL,Benson & Crowmarsh Ward,-1.11650283,51.60013728
OX108FN,Benson & Crowmarsh Ward,-1.11564445,51.60047251
OX108FP,Benson & Crowmarsh Ward,-1.11826329,51.59049343
OX108FR,Benson & Crowmarsh Ward,-1.11784003,51.59073302
OX108HA,Benson & Crowmarsh Ward,-1.11359474,51.59821813
OX108HB,Benson & Crowmarsh Ward,-1.11493335,51.59917235
OX108HE,Benson & Crowmarsh Ward,-1.11554455,51.59892518
OX108HF,Benson & Crowmarsh Ward,-1.11319011,51.59897936
OX108HH,Wallingford Ward,-1.12768681,51.60495947
OX108HJ,Wallingford Ward,-1.12899431,51.60228066
OX108HL,Wallingford Ward,-1.12923373,51.60335244
OX108HN,Wallingford Ward,-1.12839256,51.60429932
OX108HP,Wallingford Ward,-1.12870486,51.60458038
OX108HR,Wallingford Ward,-1.12720933,51.60500987
OX108HS,Wallingford Ward,-1.1307758,51.60426303
OX108HT,Wallingford Ward,-1.13243334,51.60366385
OX108HU,Wallingford Ward,-1.13284996,51.60377482
OX108HW,Wallingford Ward,-1.12912218,51.60390011
OX108HX,Wallingford Ward,-1.13244445,51.60535436
OX108HY,Wallingford Ward,-1.13211126,51.60692544
OX108HZ,Wallingford Ward,-1.13156089,51.60701129
OX108JA,Wallingford Ward,-1.13155965,51.60631892
OX108JB,Wallingford Ward,-1.13175212,51.60531328
OX108JD,Wallingford Ward,-1.13036605,51.60454773
OX108JE,Wallingford Ward,-1.12904328,51.6050055
OX108JF,Wallingford Ward,-1.12890009,51.6064521
OX108JG,Wallingford Ward,-1.12886003,51.60703626
OX108JH,Wallingford Ward,-1.12819193,51.60648281
OX108JJ,Wallingford Ward,-1.12663294,51.60645325
OX108JL,Wallingford Ward,-1.12508044,51.60683733
OX108JN,Wallingford Ward,-1.12557013,51.60690392
OX108JP,Wallingford Ward,-1.12615746,51.60715106
OX108JQ,Wallingford Ward,-1.12841242,51.60778824
OX108JR,Wallingford Ward,-1.12669927,51.60675946
OX108JS,Wallingford Ward,-1.12709338,51.6072929
OX108JT,Wallingford Ward,-1.12750709,51.60755673
OX108JU,Wallingford Ward,-1.12551933,51.60804549
OX108JW,Wallingford Ward,-1.12527308,51.60733331
OX108JX,Wallingford Ward,-1.12481017,51.60737482
OX108JY,Wallingford Ward,-1.12458148,51.60650092
OX108LA,Wallingford Ward,-1.13028238,51.60590485
OX108LD,Wallingford Ward,-1.13056786,51.60532251
OX108LG,Wallingford Ward,-1.12299754,51.60551801
OX108LH,Cholsey Ward,-1.136246,51.6173323
OX108LJ,Cholsey Ward,-1.12837085,51.62052017
OX108LL,Cholsey Ward,-1.12915076,51.61977064
OX108LN,Cholsey Ward,-1.1367321,51.62216442
OX108LP,Wallingford Ward,-1.12652028,51.60479794
OX108LQ,Cholsey Ward,-1.12065824,51.61523853
OX108LR,Cholsey Ward,-1.13516913,51.62231478
OX108LS,Cholsey Ward,-1.13408504,51.62235176
OX108LT,Cholsey Ward,-1.13543245,51.62138157
OX108LU,Cholsey Ward,-1.13473097,51.62180802
OX108LW,Cholsey Ward,-1.13560176,51.62235393
OX108LZ,Cholsey Ward,-1.1396544,51.62346266
OX108NA,Cholsey Ward,-1.14137236,51.62352018
OX108NB,Cholsey Ward,-1.1542198,51.62712905
OX108NE,Wallingford Ward,-1.13698021,51.59612634
OX108NF,Wallingford Ward,-1.13698021,51.59612634
OX108NR,Benson & Crowmarsh Ward,-1.11279656,51.59991153
OX108NX,Wallingford Ward,-1.13698021,51.59612634
OX108PN,Benson & Crowmarsh Ward,-1.08138085,51.60267333
OX108QD,Wallingford Ward,-1.13698021,51.59612634
OX108ZW,Wallingford Ward,-1.13698021,51.59612634
OX109AA,Wallingford Ward,-1.12435942,51.59702204
OX109AB,Wallingford Ward,-1.12601741,51.59714229
OX109AD,Wallingford Ward,-1.12752555,51.59754913
OX109AF,Wallingford Ward,-1.12791513,51.59756101
OX109AG,Wallingford Ward,-1.12826572,51.59734781
OX109AH,Wallingford Ward,-1.13216709,51.59793418
OX109AJ,Wallingford Ward,-1.13340189,51.59829397
OX109AL,Wallingford Ward,-1.13345237,51.59791669
OX109AN,Wallingford Ward,-1.13308321,51.59759027
OX109AQ,Wallingford Ward,-1.1304929,51.59790381
OX109AS,Wallingford Ward,-1.12701345,51.59714969
OX109AT,Wallingford Ward,-1.14129664,51.59614
OX109AU,Wallingford Ward,-1.12677632,51.59671633
OX109AW,Wallingford Ward,-1.13124956,51.5975947
OX109AX,Wallingford Ward,-1.13214092,51.59703482
OX109AY,Wallingford Ward,-1.13119953,51.59718971
OX109AZ,Wallingford Ward,-1.1310665,51.59659528
OX109BA,Wallingford Ward,-1.12987645,51.59691916
OX109BB,Wallingford Ward,-1.12931881,51.59663629
OX109BD,Wallingford Ward,-1.128645,51.59638852
OX109BE,Wallingford Ward,-1.12969154,51.59601863
OX109BF,Cholsey Ward,-1.15163258,51.57216238
OX109BG,Wallingford Ward,-1.13048888,51.5950894
OX109BH,Wallingford Ward,-1.13295231,51.59612366
OX109BJ,Wallingford Ward,-1.13233932,51.5957145
OX109BL,Wallingford Ward,-1.1315887,51.59570896
OX109BN,Wallingford Ward,-1.13167655,51.59640197
OX109BP,Wallingford Ward,-1.12829288,51.59668263
OX109BQ,Wallingford Ward,-1.12979447,51.59516518
OX109BS,Wallingford Ward,-1.13716868,51.59684707
OX109BT,Wallingford Ward,-1.13711622,51.59656793
OX109BX,Wallingford Ward,-1.1343473,51.59564839
OX109BY,Wallingford Ward,-1.1340204,51.59841542
OX109DA,Wallingford Ward,-1.13583095,51.59886935
OX109DD,Wallingford Ward,-1.13891892,51.59667108
OX109DE,Wallingford Ward,-1.13738148,51.60009462
OX109DG,Wallingford Ward,-1.13854848,51.59870048
OX109DL,Wallingford Ward,-1.12565964,51.59697777
OX109DN,Wallingford Ward,-1.12519839,51.59693837
OX109DP,Wallingford Ward,-1.12566826,51.59652825
OX109DR,Wallingford Ward,-1.1258171,51.59629557
OX109DS,Wallingford Ward,-1.12607422,51.59568606
OX109DT,Wallingford Ward,-1.12556976,51.59489103
OX109DU,Wallingford Ward,-1.1282735,51.59467734
OX109DW,Wallingford Ward,-1.12517747,51.5965246
OX109DX,Wallingford Ward,-1.12648853,51.59290171
OX109DY,Wallingford Ward,-1.12536711,51.59341489
OX109DZ,Wallingford Ward,-1.12534359,51.59313597
OX109EA,Wallingford Ward,-1.12730304,51.59258407
OX109EB,Wallingford Ward,-1.12723645,51.59078523
OX109ED,Wallingford Ward,-1.1275456,51.58971752
OX109EE,Wallingford Ward,-1.12793771,51.58959455
OX109EF,Wallingford Ward,-1.12853494,51.59082184
OX109EG,Wallingford Ward,-1.12993872,51.58912383
OX109EH,Wallingford Ward,-1.12959133,51.59144111
OX109EJ,Wallingford Ward,-1.12971453,51.5917927
OX109EN,Wallingford Ward,-1.1297341,51.5907678
OX109EP,Wallingford Ward,-1.12406632,51.59499672
OX109EQ,Wallingford Ward,-1.13004148,51.58978998
OX109ER,Wallingford Ward,-1.12429675,51.59652703
OX109ES,Cholsey Ward,-1.15285484,51.59412888
OX109EW,Wallingford Ward,-1.12887052,51.58988021
OX109EX,Cholsey Ward,-1.15004379,51.55753937
OX109EY,Wallingford Ward,-1.12503951,51.59619088
OX109EZ,Wallingford Ward,-1.13845182,51.59923028
OX109FE,Wallingford Ward,-1.13939901,51.59876966
OX109FF,Cholsey Ward,-1.13960271,51.56810951
OX109FG,Cholsey Ward,-1.15015003,51.57041626
OX109FH,Cholsey Ward,-1.1517409,51.57099424
OX109FJ,Cholsey Ward,-1.1415637,51.56894211
OX109FL,Cholsey Ward,-1.13574142,51.57010429
OX109FN,Cholsey Ward,-1.1371902,51.57055553
OX109FP,Cholsey Ward,-1.13741389,51.57093482
OX109FQ,Cholsey Ward,-1.13634155,51.57041442
OX109FR,Cholsey Ward,-1.13459461,51.5697092
OX109FS,Cholsey Ward,-1.13801336,51.57128092
OX109FT,Wallingford Ward,-1.13538046,51.59978318
OX109FU,Cholsey Ward,-1.14618508,51.57102591
OX109FW,Wallingford Ward,-1.13470042,51.59985911
OX109FX,Wallingford Ward,-1.13608847,51.60051672
OX109FY,Wallingford Ward,-1.13597104,51.59909517
OX109GA,Cholsey Ward,-1.13815732,51.57053566
OX109GB,Cholsey Ward,-1.13991976,51.56889411
OX109GD,Cholsey Ward,-1.1392127,51.56889792
OX109GE,Cholsey Ward,-1.13922627,51.56970728
OX109GF,Wallingford Ward,-1.13464967,51.59645088
OX109GG,Wallingford Ward,-1.13345008,51.59727826
OX109GH,Wallingford Ward,-1.13422541,51.59674449
OX109GL,Wallingford Ward,-1.13523964,51.59655413
OX109GN,Wallingford Ward,-1.13509913,51.59711059
OX109GP,Wallingford Ward,-1.13485724,51.59768427
OX109GQ,Wallingford Ward,-1.13450873,51.59778961
OX109GR,Cholsey Ward,-1.13870132,51.56923586
OX109GS,Cholsey Ward,-1.13820214,51.56969077
OX109GT,Cholsey Ward,-1.1389133,51.57023549
OX109GU,Cholsey Ward,-1.13774778,51.57006509
OX109GW,Cholsey Ward,-1.13832317,51.56939494
OX109GX,Cholsey Ward,-1.14366078,51.56867868
OX109GY,Cholsey Ward,-1.14165446,51.56795369
OX109GZ,Cholsey Ward,-1.14173746,51.56814311
OX109HA,Cholsey Ward,-1.13130607,51.58554627
OX109HB,Cholsey Ward,-1.13349667,51.5864796
OX109HD,Cholsey Ward,-1.14427301,51.57834022
OX109HE,Cholsey Ward,-1.14164146,51.57937305
OX109HF,Cholsey Ward,-1.13430413,51.57816825
OX109HG,Cholsey Ward,-1.13059791,51.58029887
OX109HJ,Cholsey Ward,-1.13910678,51.57145079
OX109HL,Cholsey Ward,-1.14354294,51.56803941
OX109HN,Cholsey Ward,-1.14404702,51.56808805
OX109HP,Cholsey Ward,-1.15016621,51.5571626
OX109HQ,Cholsey Ward,-1.13109384,51.57623829
OX109HR,Cholsey Ward,-1.14927098,51.5556635
OX109HS,Cholsey Ward,-1.15017652,51.55351203
OX109HT,Cholsey Ward,-1.15307961,51.55329921
OX109HU,Cholsey Ward,-1.15024392,51.552991
OX109HW,Cholsey Ward,-1.14624023,51.56422858
OX109HX,Cholsey Ward,-1.15379986,51.55334936
OX109HZ,Cholsey Ward,-1.15382711,51.55265719
OX109JA,Cholsey Ward,-1.15212873,51.55246511
OX109JB,Cholsey Ward,-1.15016604,51.55717159
OX109JD,Cholsey Ward,-1.14900081,51.55004169
OX109JE,Cholsey Ward,-1.14973645,51.55158462
OX109JF,Cholsey Ward,-1.14653687,51.547605
OX109JG,Cholsey Ward,-1.14736653,51.5464241
OX109JH,Cholsey Ward,-1.15022631,51.54773965
OX109JJ,Cholsey Ward,-1.15077329,51.54857086
OX109JL,Cholsey Ward,-1.15129764,51.5490692
OX109JN,Cholsey Ward,-1.16539689,51.554898
OX109JP,Cholsey Ward,-1.18396826,51.55608053
OX109JQ,Cholsey Ward,-1.14837689,51.54792408
OX109JR,Cholsey Ward,-1.17584914,51.54719386
OX109JS,Cholsey Ward,-1.16768356,51.53865698
OX109JT,Cholsey Ward,-1.15638195,51.54318918
OX109JU,Cholsey Ward,-1.14560676,51.54798489
OX109JW,Cholsey Ward,-1.17285142,51.55265782
OX109JX,Cholsey Ward,-1.14274832,51.56809655
OX109LA,Cholsey Ward,-1.14300271,51.58296168
OX109LB,Cholsey Ward,-1.14746545,51.57817462
OX109LD,Cholsey Ward,-1.14999731,51.57783331
OX109LE,Cholsey Ward,-1.14825107,51.57629206
OX109LF,Cholsey Ward,-1.14884634,51.57609856
OX109LG,Cholsey Ward,-1.15119961,51.57681695
OX109LH,Cholsey Ward,-1.15410302,51.57511149
OX109LJ,Cholsey Ward,-1.15590158,51.57071851
OX109LL,Cholsey Ward,-1.15322616,51.57026765
OX109LN,Cholsey Ward,-1.15789701,51.57049005
OX109LP,Cholsey Ward,-1.15802412,51.57376395
OX109LQ,Cholsey Ward,-1.15284145,51.57621737
OX109LR,Cholsey Ward,-1.16198091,51.5712476
OX109LS,Cholsey Ward,-1.16681065,51.56673218
OX109LT,Wallingford Ward,-1.12748557,51.59586738
OX109LU,Cholsey Ward,-1.14710632,51.56266133
OX109LW,Cholsey Ward,-1.15948599,51.57195809
OX109LX,Cholsey Ward,-1.15250736,51.57555856
OX109LY,Wallingford Ward,-1.12853387,51.59314169
OX109LZ,Wallingford Ward,-1.12909886,51.59379328
OX109NA,Cholsey Ward,-1.15393279,51.57573069
OX109NB,Cholsey Ward,-1.15460778,51.5759064
OX109ND,Cholsey Ward,-1.15310261,51.57536504
OX109NE,Cholsey Ward,-1.15466754,51.57190552
OX109NF,Cholsey Ward,-1.15342326,51.57208539
OX109NG,Cholsey Ward,-1.15415557,51.57072393
OX109NH,Cholsey Ward,-1.153038,51.57107554
OX109NJ,Cholsey Ward,-1.15232149,51.57080961
OX109NL,Cholsey Ward,-1.15254425,51.57279838
OX109NN,Cholsey Ward,-1.1534557,51.57267008
OX109NP,Cholsey Ward,-1.15330338,51.57465614
OX109NQ,Cholsey Ward,-1.15511119,51.57132426
OX109NR,Cholsey Ward,-1.15206689,51.57441344
OX109NS,Cholsey Ward,-1.15293631,51.57499518
OX109NT,Cholsey Ward,-1.15281437,51.57534498
OX109NU,Cholsey Ward,-1.15190503,51.5753564
OX109NW,Cholsey Ward,-1.15180781,51.57360232
OX109NX,Cholsey Ward,-1.15029541,51.57500308
OX109NY,Cholsey Ward,-1.15011821,51.57367103
OX109NZ,Cholsey Ward,-1.15089834,51.57362272
OX109PA,Cholsey Ward,-1.14649337,51.57459786
OX109PB,Cholsey Ward,-1.14817798,51.57402563
OX109PD,Cholsey Ward,-1.1489695,51.57491255
OX109PE,Cholsey Ward,-1.14918743,51.57560649
OX109PF,Cholsey Ward,-1.15121902,51.57577406
OX109PG,Cholsey Ward,-1.15067478,51.5763276
OX109PP,Cholsey Ward,-1.15454998,51.57668825
OX109PQ,Cholsey Ward,-1.15514308,51.5766116
OX109PR,Cholsey Ward,-1.15833112,51.58136412
OX109PS,Cholsey Ward,-1.1596476,51.57962916
OX109PT,Cholsey Ward,-1.15427082,51.57384487
OX109PU,Cholsey Ward,-1.15447991,51.57268645
OX109PX,Cholsey Ward,-1.15629747,51.5727175
OX109PY,Cholsey Ward,-1.15748469,51.57250124
OX109PZ,Cholsey Ward,-1.15813129,51.57186747
OX109QA,Cholsey Ward,-1.15736263,51.57286003
OX109QB,Cholsey Ward,-1.15640632,51.5715134
OX109QD,Cholsey Ward,-1.15661533,51.57035497
OX109QE,Cholsey Ward,-1.1539027,51.57346457
OX109QF,Cholsey Ward,-1.13896573,51.57127891
OX109QG,Wallingford Ward,-1.12910161,51.59213883
OX109QH,Cholsey Ward,-1.15013945,51.5694361
OX109QJ,Cholsey Ward,-1.14718804,51.569091
OX109QL,Cholsey Ward,-1.14478352,51.56882174
OX109QN,Cholsey Ward,-1.14629387,51.5698398
OX109QP,Cholsey Ward,-1.15011735,51.57139612
OX109QR,Cholsey Ward,-1.14901348,51.57178376
OX109QS,Cholsey Ward,-1.14867442,51.57294124
OX109QT,Cholsey Ward,-1.14981202,51.57229308
OX109QU,Cholsey Ward,-1.14993382,51.57272556
OX109QW,Cholsey Ward,-1.14890076,51.57009251
OX109QX,Cholsey Ward,-1.15055423,51.57273005
OX109QY,Cholsey Ward,-1.15117696,51.57260867
OX109QZ,Cholsey Ward,-1.15056442,51.57140835
OX109RB,Wallingford Ward,-1.14049903,51.59862485
OX109RD,Cholsey Ward,-1.14737521,51.56988362
OX109RE,Cholsey Ward,-1.14349954,51.58954721
OX109RF,Wallingford Ward,-1.13878979,51.59968235
OX109RG,Wallingford Ward,-1.1399423,51.5967595
OX109RJ,Cholsey Ward,-1.14528227,51.56838478
OX109RS,Cholsey Ward,-1.14765649,51.57104559
OX109RT,Cholsey Ward,-1.14780239,51.57713403
OX109RU,Cholsey Ward,-1.14792808,51.57658645
OX109TA,Wallingford Ward,-1.14121179,51.59757804
OX109TD,Wallingford Ward,-1.1380382,51.59667362
OX109WA,Wallingford Ward,-1.13698021,51.59612634
OX109WZ,Wallingford Ward,-1.13698021,51.59612634
OX109XA,Wallingford Ward,-1.13698021,51.59612634
OX109XG,Wallingford Ward,-1.13698021,51.59612634
OX109ZB,Wallingford Ward,-1.13698021,51.59612634
OX109ZR,Wallingford Ward,-1.13698021,51.59612634
OX110AA,Didcot South Ward,-1.25626431,51.60201323
OX110AB,Didcot South Ward,-1.25413346,51.60428361
OX110AD,Didcot South Ward,-1.25639543,51.60459466
OX110AE,Didcot South Ward,-1.25808181,51.60478516
OX110AF,Didcot South Ward,-1.26043019,51.60422449
OX110AG,Didcot South Ward,-1.26010919,51.60442927
OX110AH,Didcot West Ward,-1.26197845,51.60491758
OX110AJ,Didcot West Ward,-1.25980697,51.60525461
OX110AL,Didcot South Ward,-1.25733621,51.60357557
OX110AN,Didcot South Ward,-1.25585379,51.60327845
OX110AP,Didcot South Ward,-1.25707193,51.6020723
OX110AQ,Didcot West Ward,-1.26411637,51.60486805
OX110AR,Didcot South Ward,-1.2581368,51.60229481
OX110AS,Didcot South Ward,-1.25738495,51.60147183
OX110AT,Didcot South Ward,-1.25831753,51.60183739
OX110AU,Didcot South Ward,-1.25947082,51.60106239
OX110AW,Didcot South Ward,-1.25665243,51.60300477
OX110AX,Didcot South Ward,-1.25809641,51.60034338
OX110AY,Didcot South Ward,-1.25874753,51.60025757
OX110AZ,Didcot South Ward,-1.25981645,51.60022834
OX110BA,Didcot South Ward,-1.26061516,51.59994563
OX110BB,Didcot South Ward,-1.25888021,51.60363926
OX110BD,Didcot South Ward,-1.25874354,51.59872896
OX110BE,Didcot South Ward,-1.25841993,51.59909558
OX110BH,Didcot South Ward,-1.26183217,51.60414338
OX110BJ,Didcot South Ward,-1.26020299,51.60309911
OX110BL,Didcot South Ward,-1.26204085,51.60374007
