Neighbourhood,Street,Description,GeometryJSON,Email,Phone
Blackbird Leys Central,"BLACKBIRD LEYS CENTRAL 10 Moorbank, Wingate Close",,"{""type"": ""FeatureCollection"", ""features"": [{""id"": ""0"", ""type"": ""Feature"", ""properties"": {}, ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[-1.203014, 51.72437, 0.0], [-1.203282, 51.724273, 0.0], [-1.203486, 51.724064, 0.0], [-1.203368, 51.724033, 0.0], [-1.203073, 51.723807, 0.0], [-1.203016, 51.723589, 0.0], [-1.202678, 51.723708, 0.0], [-1.202544, 51.723629, 0.0], [-1.202367, 51.723728, 0.0], [-1.20248, 51.723851, 0.0], [-1.202083, 51.724008, 0.0], [-1.202362, 51.724316, 0.0], [-1.202853, 51.72442, 0.0], [-1.203014, 51.72437, 0.0]]]}, ""bbox"": [-1.203486, 51.723589, -1.202083, 51.72442]}], ""bbox"": [-1.203486, 51.723589, -1.202083, 51.72442]}",moorbank@oxfordtogether.org,7745178183
Blackbird Leys Central,"BLACKBIRD LEYS CENTRAL 07 Blay Close, Sawpit Road, Wesley Close",,"{""type"": ""FeatureCollection"", ""features"": [{""id"": ""0"", ""type"": ""Feature"", ""properties"": {}, ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[-1.198208, 51.724189, 0.0], [-1.198768, 51.724194, 0.0], [-1.199444, 51.72413, 0.0], [-1.200817, 51.723831, 0.0], [-1.200449, 51.723378, 0.0], [-1.200368, 51.723265, 0.0], [-1.200433, 51.723202, 0.0], [-1.200148, 51.722946, 0.0], [-1.200787, 51.722514, 0.0], [-1.200021, 51.722099, 0.0], [-1.199497, 51.721803, 0.0], [-1.198848, 51.722158, 0.0], [-1.198406, 51.722384, 0.0], [-1.197693, 51.72275, 0.0], [-1.198138, 51.723052, 0.0], [-1.19824, 51.723401, 0.0], [-1.198208, 51.724189, 0.0]]]}, ""bbox"": [-1.200817, 51.721803, -1.197693, 51.724194]}], ""bbox"": [-1.200817, 51.721803, -1.197693, 51.724194]}",blayclose@oxfordtogether.org,7745178183
Blackbird Leys Central,BLACKBIRD LEYS CENTRAL 05 Allin Furlong Kent,,"{""type"": ""FeatureCollection"", ""features"": [{""id"": ""0"", ""type"": ""Feature"", ""properties"": {}, ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[-1.205162, 51.722439, 0.0], [-1.204448, 51.722864, 0.0], [-1.204777, 51.723181, 0.0], [-1.204562, 51.723311, 0.0], [-1.204643, 51.723656, 0.0], [-1.204509, 51.724002, 0.0], [-1.204423, 51.724115, 0.0], [-1.204648, 51.724172, 0.0], [-1.204048, 51.725006, 0.0], [-1.203775, 51.7253, 0.0], [-1.203959, 51.725355, 0.0], [-1.203783, 51.725474, 0.0], [-1.205631, 51.726357, 0.0], [-1.20915, 51.724921, 0.0], [-1.208721, 51.724323, 0.0], [-1.208116, 51.72384, 0.0], [-1.206486, 51.723056, 0.0], [-1.206325, 51.723154, 0.0], [-1.206094, 51.723235, 0.0], [-1.205501, 51.722855, 0.0], [-1.2056, 51.722757, 0.0], [-1.205162, 51.722439, 0.0]]]}, ""bbox"": [-1.20915, 51.722439, -1.203775, 51.726357]}], ""bbox"": [-1.20915, 51.722439, -1.203775, 51.726357]}",allinclose@oxfordtogether.org,7917704320
Blackbird Leys Central,"BLACKBIRD LEYS CENTRAL 10 Moorbank, Wingate Close",,"{""type"": ""FeatureCollection"", ""features"": [{""id"": ""0"", ""type"": ""Feature"", ""properties"": {}, ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[-1.203553, 51.722402, 0.0], [-1.20223, 51.721753, 0.0], [-1.202128, 51.721704, 0.0], [-1.202364, 51.721494, 0.0], [-1.202042, 51.721351, 0.0], [-1.201237, 51.722026, 0.0], [-1.200787, 51.722514, 0.0], [-1.200148, 51.722946, 0.0], [-1.200433, 51.723202, 0.0], [-1.200368, 51.723265, 0.0], [-1.200449, 51.723378, 0.0], [-1.201001, 51.723272, 0.0], [-1.201514, 51.723692, 0.0], [-1.201992, 51.723506, 0.0], [-1.202206, 51.723207, 0.0], [-1.203553, 51.722402, 0.0]]]}, ""bbox"": [-1.203553, 51.721351, -1.200148, 51.723692]}], ""bbox"": [-1.203553, 51.721351, -1.200148, 51.723692]}",moorbank@oxfordtogether.org,7745178183
Blackbird Leys East,"BLACKBIRD LEYS EAST 08 Berry Cl, Comfrey Rd, Cuddesdon Way, Watlington Rd",,"{""type"": ""FeatureCollection"", ""features"": [{""id"": ""0"", ""type"": ""Feature"", ""properties"": {}, ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[-1.192556, 51.725313, 0.0], [-1.192674, 51.725206, 0.0], [-1.192684, 51.72512, 0.0], [-1.192802, 51.725027, 0.0], [-1.193296, 51.724488, 0.0], [-1.193285, 51.724422, 0.0], [-1.192591, 51.724202, 0.0], [-1.192893, 51.723823, 0.0], [-1.192442, 51.723786, 0.0], [-1.192351, 51.723873, 0.0], [-1.192249, 51.723876, 0.0], [-1.191975, 51.724182, 0.0], [-1.191852, 51.724172, 0.0], [-1.191428, 51.724115, 0.0], [-1.19065, 51.724012, 0.0], [-1.189905, 51.723903, 0.0], [-1.189604, 51.723205, 0.0], [-1.189433, 51.721969, 0.0], [-1.189079, 51.721902, 0.0], [-1.187459, 51.722946, 0.0], [-1.186922, 51.723238, 0.0], [-1.187437, 51.723524, 0.0], [-1.188252, 51.723929, 0.0], [-1.189572, 51.724474, 0.0], [-1.190892, 51.724979, 0.0], [-1.191675, 51.725225, 0.0], [-1.192448, 51.725405, 0.0], [-1.192556, 51.725313, 0.0]]]}, ""bbox"": [-1.193296, 51.721902, -1.186922, 51.725405]}], ""bbox"": [-1.193296, 51.721902, -1.186922, 51.725405]}",prunus@oxfordtogether.org,01865 450 728
Blackbird Leys West,BLACKBIRD LEYS WEST 08 Pegasus Rd,,"{""type"": ""FeatureCollection"", ""features"": [{""id"": ""0"", ""type"": ""Feature"", ""properties"": {}, ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[-1.201366, 51.719564, 0.0], [-1.201602, 51.719475, 0.0], [-1.200899, 51.718744, 0.0], [-1.201521, 51.718664, 0.0], [-1.201559, 51.71884, 0.0], [-1.201656, 51.71892, 0.0], [-1.201741, 51.718893, 0.0], [-1.201951, 51.719106, 0.0], [-1.202315, 51.718966, 0.0], [-1.202508, 51.719199, 0.0], [-1.202991, 51.719033, 0.0], [-1.203281, 51.719305, 0.0], [-1.204084, 51.718999, 0.0], [-1.204314, 51.719242, 0.0], [-1.204738, 51.719086, 0.0], [-1.20453, 51.718832, 0.0], [-1.204846, 51.718666, 0.0], [-1.203682, 51.717403, 0.0], [-1.201674, 51.717573, 0.0], [-1.200521, 51.717729, 0.0], [-1.200017, 51.717746, 0.0], [-1.199311, 51.717792, 0.0], [-1.199743, 51.718873, 0.0], [-1.200062, 51.71882, 0.0], [-1.200256, 51.719142, 0.0], [-1.200607, 51.719039, 0.0], [-1.201218, 51.71961, 0.0], [-1.201366, 51.719564, 0.0]]]}, ""bbox"": [-1.204846, 51.717403, -1.199311, 51.71961]}], ""bbox"": [-1.204846, 51.717403, -1.199311, 51.71961]}",pegasus@oxfordtogether.org," messages welcome, calls only 4pm-8pm"
Central,St Giles,,"{""type"": ""FeatureCollection"", ""features"": [{""id"": ""0"", ""type"": ""Feature"", ""properties"": {}, ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[-1.259879, 51.759208, 0.0], [-1.259976, 51.757607, 0.0], [-1.258558, 51.754171, 0.0], [-1.255403, 51.754549, 0.0], [-1.254545, 51.755054, 0.0], [-1.257285, 51.759623, 0.0], [-1.257543, 51.759729, 0.0], [-1.259879, 51.759208, 0.0]]]}, ""bbox"": [-1.259976, 51.754171, -1.254545, 51.759729]}], ""bbox"": [-1.259976, 51.754171, -1.254545, 51.759729]}",stgiles@oxfordtogether.org,
Central,Thames St,,"{""type"": ""FeatureCollection"", ""features"": [{""id"": ""0"", ""type"": ""Feature"", ""properties"": {}, ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[-1.26367, 51.748925, 0.0], [-1.264016, 51.747643, 0.0], [-1.263491, 51.746009, 0.0], [-1.263195, 51.745945, 0.0], [-1.262401, 51.746078, 0.0], [-1.261403, 51.746882, 0.0], [-1.259451, 51.747167, 0.0], [-1.258592, 51.746955, 0.0], [-1.258163, 51.746344, 0.0], [-1.257788, 51.746065, 0.0], [-1.256994, 51.745905, 0.0], [-1.256256, 51.745941, 0.0], [-1.256589, 51.74846, 0.0], [-1.259915, 51.748274, 0.0], [-1.26367, 51.748925, 0.0]]]}, ""bbox"": [-1.264016, 51.745905, -1.256256, 51.748925]}], ""bbox"": [-1.264016, 51.745905, -1.256256, 51.748925]}",thamesst@oxfordtogether.org,
Central,St Thomas St,,"{""type"": ""FeatureCollection"", ""features"": [{""id"": ""0"", ""type"": ""Feature"", ""properties"": {}, ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[-1.270138, 51.752714, 0.0], [-1.269612, 51.750642, 0.0], [-1.266993, 51.747034, 0.0], [-1.265459, 51.747207, 0.0], [-1.264815, 51.747054, 0.0], [-1.264643, 51.746596, 0.0], [-1.263195, 51.745945, 0.0], [-1.264016, 51.747643, 0.0], [-1.26367, 51.748925, 0.0], [-1.262898, 51.750771, 0.0], [-1.263672, 51.751326, 0.0], [-1.264037, 51.75179, 0.0], [-1.264638, 51.752388, 0.0], [-1.265002, 51.753491, 0.0], [-1.267498, 51.753026, 0.0], [-1.267616, 51.752853, 0.0], [-1.270138, 51.752714, 0.0]]]}, ""bbox"": [-1.270138, 51.745945, -1.262898, 51.753491]}], ""bbox"": [-1.270138, 51.745945, -1.262898, 51.753491]}",stthomas@oxfordtogether.org,
Central,St John St,,"{""type"": ""FeatureCollection"", ""features"": [{""id"": ""0"", ""type"": ""Feature"", ""properties"": {}, ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[-1.263473, 51.757861, 0.0], [-1.263183, 51.757695, 0.0], [-1.262851, 51.755132, 0.0], [-1.263044, 51.754972, 0.0], [-1.263496, 51.753624, 0.0], [-1.262098, 51.753547, 0.0], [-1.259158, 51.753945, 0.0], [-1.258558, 51.754171, 0.0], [-1.259976, 51.757607, 0.0], [-1.260845, 51.758849, 0.0], [-1.263473, 51.757861, 0.0]]]}, ""bbox"": [-1.263496, 51.753547, -1.258558, 51.758849]}], ""bbox"": [-1.263496, 51.753547, -1.258558, 51.758849]}",stjohn@oxfordtogether.org,
Central,Westgate,,"{""type"": ""FeatureCollection"", ""features"": [{""id"": ""0"", ""type"": ""Feature"", ""properties"": {}, ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[-1.262898, 51.750771, 0.0], [-1.26367, 51.748925, 0.0], [-1.259915, 51.748274, 0.0], [-1.256589, 51.74846, 0.0], [-1.25677, 51.750192, 0.0], [-1.256964, 51.750816, 0.0], [-1.257629, 51.751958, 0.0], [-1.259958, 51.751608, 0.0], [-1.260752, 51.751681, 0.0], [-1.261728, 51.750838, 0.0], [-1.262898, 51.750771, 0.0]]]}, ""bbox"": [-1.26367, 51.748274, -1.256589, 51.751958]}], ""bbox"": [-1.26367, 51.748274, -1.256589, 51.751958]}",westgate@oxfordtogether.org,
Grandpont,"Marlborough Road, Jubilee Terrace",,"{""type"": ""FeatureCollection"", ""features"": [{""id"": ""0"", ""type"": ""Feature"", ""properties"": {}, ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[-1.257396, 51.740982, 0.0], [-1.257741, 51.742118, 0.0], [-1.258044, 51.743163, 0.0], [-1.257522, 51.743227, 0.0], [-1.257589, 51.743417, 0.0], [-1.258197, 51.743324, 0.0], [-1.258662, 51.744603, 0.0], [-1.259169, 51.746422, 0.0], [-1.258973, 51.746452, 0.0], [-1.258595, 51.746472, 0.0], [-1.258558, 51.746583, 0.0], [-1.258628, 51.746702, 0.0], [-1.25879, 51.746905, 0.0], [-1.259221, 51.747007, 0.0], [-1.259588, 51.747019, 0.0], [-1.260486, 51.746901, 0.0], [-1.260421, 51.746753, 0.0], [-1.260292, 51.746455, 0.0], [-1.259863, 51.746496, 0.0], [-1.259797, 51.746254, 0.0], [-1.259559, 51.745405, 0.0], [-1.2592046, 51.7443367, 0.0], [-1.2595265, 51.7442902, 0.0], [-1.2594514, 51.7440511, 0.0], [-1.2590403, 51.7438987, 0.0], [-1.258131, 51.740859, 0.0], [-1.257396, 51.740982, 0.0]]]}, ""bbox"": [-1.260486, 51.740859, -1.257396, 51.747019]}], ""bbox"": [-1.260486, 51.740859, -1.257396, 51.747019]}",marlborough@oxfordtogether.org,07857 590924
Grandpont,Buckingham Street,,"{""type"": ""FeatureCollection"", ""features"": [{""id"": ""0"", ""type"": ""Feature"", ""properties"": {}, ""geometry"": {""type"": ""MultiPolygon"", ""coordinates"": [[[[-1.258324, 51.745061, 0.0], [-1.258289, 51.745062, 0.0], [-1.25829, 51.745064, 0.0], [-1.258324, 51.745061, 0.0]]], [[[-1.25829, 51.745064, 0.0], [-1.2580662, 51.7450826, 0.0], [-1.2580146, 51.7448858, 0.0], [-1.2577933, 51.744904, 0.0], [-1.257851, 51.7451148, 0.0], [-1.257619, 51.745133, 0.0], [-1.257817, 51.74595, 0.0], [-1.258083, 51.74608, 0.0], [-1.258547, 51.746046, 0.0], [-1.25829, 51.745064, 0.0]]]]}, ""bbox"": [-1.258547, 51.7448858, -1.257619, 51.74608]}], ""bbox"": [-1.258547, 51.7448858, -1.257619, 51.74608]}",buckingham@oxfordtogether.org,077951 92392
Grandpont,"Western Road, Brook St",,"{""type"": ""FeatureCollection"", ""features"": [{""id"": ""0"", ""type"": ""Feature"", ""properties"": {}, ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[-1.25617, 51.745094, 0.0], [-1.256198, 51.745236, 0.0], [-1.256221, 51.745501, 0.0], [-1.256277, 51.745878, 0.0], [-1.256596, 51.745866, 0.0], [-1.256888, 51.745825, 0.0], [-1.257463, 51.745866, 0.0], [-1.257817, 51.74595, 0.0], [-1.257619, 51.745133, 0.0], [-1.257851, 51.7451148, 0.0], [-1.2577933, 51.744904, 0.0], [-1.2580146, 51.7448858, 0.0], [-1.2580662, 51.7450826, 0.0], [-1.258783, 51.745027, 0.0], [-1.258626, 51.744493, 0.0], [-1.257312, 51.744622, 0.0], [-1.256122, 51.744732, 0.0], [-1.25617, 51.745094, 0.0]]]}, ""bbox"": [-1.258783, 51.744493, -1.256122, 51.74595]}], ""bbox"": [-1.258783, 51.744493, -1.256122, 51.74595]}",western@oxfordtogether.org,
Grandpont,Newton Road,,"{""type"": ""FeatureCollection"", ""features"": [{""id"": ""0"", ""type"": ""Feature"", ""properties"": {}, ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[-1.255525, 51.742211, 0.0], [-1.255214, 51.742282, 0.0], [-1.255563, 51.742896, 0.0], [-1.255968, 51.742835, 0.0], [-1.255871, 51.742438, 0.0], [-1.257204, 51.742161, 0.0], [-1.257044, 51.741656, 0.0], [-1.255418, 51.741978, 0.0], [-1.255525, 51.742211, 0.0]]]}, ""bbox"": [-1.257204, 51.741656, -1.255214, 51.742896]}], ""bbox"": [-1.257204, 51.741656, -1.255214, 51.742896]}",newton@oxfordtogether.org,7713777498
Grandpont,Kineton Road,,"{""type"": ""FeatureCollection"", ""features"": [{""id"": ""0"", ""type"": ""Feature"", ""properties"": {}, ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[-1.255805, 51.743486, 0.0], [-1.25716, 51.743281, 0.0], [-1.256881, 51.742228, 0.0], [-1.255871, 51.742438, 0.0], [-1.255968, 51.742835, 0.0], [-1.255563, 51.742896, 0.0], [-1.255805, 51.743486, 0.0]]]}, ""bbox"": [-1.25716, 51.742228, -1.255563, 51.743486]}], ""bbox"": [-1.25716, 51.742228, -1.255563, 51.743486]}",kineton@oxfordtogether.org,
Grandpont,Hodges Court,,"{""type"": ""FeatureCollection"", ""features"": [{""id"": ""0"", ""type"": ""Feature"", ""properties"": {}, ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[-1.257853, 51.744573, 0.0], [-1.258626, 51.744493, 0.0], [-1.258197, 51.743324, 0.0], [-1.257589, 51.743417, 0.0], [-1.257381, 51.743495, 0.0], [-1.257806, 51.744576, 0.0], [-1.257853, 51.744573, 0.0]]]}, ""bbox"": [-1.258626, 51.743324, -1.257381, 51.744576]}], ""bbox"": [-1.258626, 51.743324, -1.257381, 51.744576]}",hodges@oxfordtogether.org,
Grandpont,Cobden Crescent,,"{""type"": ""FeatureCollection"", ""features"": [{""id"": ""0"", ""type"": ""Feature"", ""properties"": {}, ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[-1.258289, 51.745062, 0.0], [-1.258547, 51.746046, 0.0], [-1.258083, 51.74608, 0.0], [-1.258351, 51.746196, 0.0], [-1.25848, 51.746479, 0.0], [-1.258968, 51.746448, 0.0], [-1.259164, 51.746418, 0.0], [-1.258783, 51.745027, 0.0], [-1.258289, 51.745062, 0.0]]]}, ""bbox"": [-1.259164, 51.745027, -1.258083, 51.746479]}], ""bbox"": [-1.259164, 51.745027, -1.258083, 51.746479]}",cobden@oxfordtogether.org,07471 523233
Grandpont,Chilswell Road,,"{""type"": ""FeatureCollection"", ""features"": [{""id"": ""0"", ""type"": ""Feature"", ""properties"": {}, ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[-1.258044, 51.743163, 0.0], [-1.257396, 51.740982, 0.0], [-1.256753, 51.740922, 0.0], [-1.257204, 51.742161, 0.0], [-1.256881, 51.742228, 0.0], [-1.25716, 51.743281, 0.0], [-1.258044, 51.743163, 0.0]]]}, ""bbox"": [-1.258044, 51.740922, -1.256753, 51.743281]}], ""bbox"": [-1.258044, 51.740922, -1.256753, 51.743281]}",chilswell@oxfordtogether.org,
Grandpont,Salter Close,,"{""type"": ""FeatureCollection"", ""features"": [{""id"": ""0"", ""type"": ""Feature"", ""properties"": {}, ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[-1.2596445, 51.7456986, 0.0], [-1.260653, 51.7454295, 0.0], [-1.261581, 51.745104, 0.0], [-1.2610553, 51.7444065, 0.0], [-1.2605671, 51.7446191, 0.0], [-1.2596874, 51.7439448, 0.0], [-1.2594514, 51.7440511, 0.0], [-1.2595265, 51.7442902, 0.0], [-1.2592046, 51.7443367, 0.0], [-1.2596445, 51.7456986, 0.0]]]}, ""bbox"": [-1.261581, 51.7439448, -1.2592046, 51.7456986]}], ""bbox"": [-1.261581, 51.7439448, -1.2592046, 51.7456986]}",saltercl@oxfordtogether.org,
Grandpont,Edith Road,,"{""type"": ""FeatureCollection"", ""features"": [{""id"": ""0"", ""type"": ""Feature"", ""properties"": {}, ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[-1.257044, 51.741656, 0.0], [-1.256753, 51.740922, 0.0], [-1.256495, 51.740899, 0.0], [-1.256088, 51.740906, 0.0], [-1.255417, 51.740999, 0.0], [-1.254704, 51.741089, 0.0], [-1.254639, 51.741158, 0.0], [-1.254623, 51.741225, 0.0], [-1.255214, 51.742282, 0.0], [-1.255525, 51.742211, 0.0], [-1.255418, 51.741978, 0.0], [-1.257044, 51.741656, 0.0]]]}, ""bbox"": [-1.257044, 51.740899, -1.254623, 51.742282]}], ""bbox"": [-1.257044, 51.740899, -1.254623, 51.742282]}",edith@oxfordtogether.org,
Grandpont,Whitehouse Road_1,,"{""type"": ""FeatureCollection"", ""features"": [{""id"": ""0"", ""type"": ""Feature"", ""properties"": {}, ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[-1.257522, 51.743227, 0.0], [-1.255805, 51.743486, 0.0], [-1.256122, 51.744732, 0.0], [-1.257806, 51.744576, 0.0], [-1.257381, 51.743495, 0.0], [-1.257589, 51.743417, 0.0], [-1.257522, 51.743227, 0.0]]]}, ""bbox"": [-1.257806, 51.743227, -1.255805, 51.744732]}], ""bbox"": [-1.257806, 51.743227, -1.255805, 51.744732]}",whitehouse1@oxfordtogether.org,
Grandpont,Whitehouse Road_1,,"{""type"": ""FeatureCollection"", ""features"": [{""id"": ""0"", ""type"": ""Feature"", ""properties"": {}, ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[-1.257522, 51.743227, 0.0], [-1.255805, 51.743486, 0.0], [-1.256122, 51.744732, 0.0], [-1.257806, 51.744576, 0.0], [-1.257381, 51.743495, 0.0], [-1.257589, 51.743417, 0.0], [-1.257522, 51.743227, 0.0]]]}, ""bbox"": [-1.257806, 51.743227, -1.255805, 51.744732]}], ""bbox"": [-1.257806, 51.743227, -1.255805, 51.744732]}",whitehouse2@oxfordtogether.org,
Greater Leys,"GREATER LEYS 03 Choswell Spring, Emperors Gdns, Pipit Cl, Plover Dr, Pottery Piece",,"{""type"": ""FeatureCollection"", ""features"": [{""id"": ""0"", ""type"": ""Feature"", ""properties"": {}, ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[-1.202031, 51.71659, 0.0], [-1.204399, 51.716271, 0.0], [-1.204225, 51.715774, 0.0], [-1.204139, 51.715431, 0.0], [-1.203571, 51.715434, 0.0], [-1.203356, 51.715371, 0.0], [-1.203072, 51.715282, 0.0], [-1.202852, 51.715245, 0.0], [-1.202691, 51.715587, 0.0], [-1.20231, 51.715548, 0.0], [-1.202246, 51.71572, 0.0], [-1.201657, 51.715672, 0.0], [-1.201545, 51.7155, 0.0], [-1.200969, 51.715522, 0.0], [-1.201009, 51.715713, 0.0], [-1.201122, 51.715861, 0.0], [-1.201266, 51.715857, 0.0], [-1.201334, 51.716036, 0.0], [-1.201831, 51.715993, 0.0], [-1.202031, 51.71659, 0.0]]]}, ""bbox"": [-1.204399, 51.715245, -1.200969, 51.71659]}], ""bbox"": [-1.204399, 51.715245, -1.200969, 51.71659]}",choswell@oxfordtogether.org,7733274324
Greater Leys,"GREATER LEYS 04 Russell House, Tern Walk, Fieldfare Rd, Nettlebed Mead, Nuthatch Cl",,"{""type"": ""FeatureCollection"", ""features"": [{""id"": ""0"", ""type"": ""Feature"", ""properties"": {}, ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[-1.201657, 51.715672, 0.0], [-1.20162, 51.715679, 0.0], [-1.202246, 51.71572, 0.0], [-1.20231, 51.715548, 0.0], [-1.202691, 51.715587, 0.0], [-1.202784, 51.715221, 0.0], [-1.20441, 51.715334, 0.0], [-1.204823, 51.715257, 0.0], [-1.204742, 51.715038, 0.0], [-1.205359, 51.714882, 0.0], [-1.204882, 51.714356, 0.0], [-1.20404, 51.713993, 0.0], [-1.203865, 51.714276, 0.0], [-1.204196, 51.714471, 0.0], [-1.203841, 51.714652, 0.0], [-1.203981, 51.715138, 0.0], [-1.204319, 51.715144, 0.0], [-1.204426, 51.715327, 0.0], [-1.20287, 51.715211, 0.0], [-1.202961, 51.714898, 0.0], [-1.203224, 51.714523, 0.0], [-1.202618, 51.714436, 0.0], [-1.202151, 51.714134, 0.0], [-1.202355, 51.714004, 0.0], [-1.202511, 51.714097, 0.0], [-1.20316, 51.713645, 0.0], [-1.202462, 51.713359, 0.0], [-1.202377, 51.713492, 0.0], [-1.202023, 51.713748, 0.0], [-1.201859, 51.713841, 0.0], [-1.20221, 51.713954, 0.0], [-1.202033, 51.714094, 0.0], [-1.202119, 51.714164, 0.0], [-1.202511, 51.714416, 0.0], [-1.202457, 51.714543, 0.0], [-1.202232, 51.714536, 0.0], [-1.20202, 51.714925, 0.0], [-1.20225, 51.715018, 0.0], [-1.202025, 51.715337, 0.0], [-1.201709, 51.71535, 0.0], [-1.201586, 51.715333, 0.0], [-1.201545, 51.7155, 0.0], [-1.201657, 51.715672, 0.0]]]}, ""bbox"": [-1.205359, 51.713359, -1.201545, 51.71572]}], ""bbox"": [-1.205359, 51.713359, -1.201545, 51.71572]}",russell@oxfordtogether.org,7484652552
Greater Leys,"GREATER LEYS 05 Acacia Avenue, Verbena Way",,"{""type"": ""FeatureCollection"", ""features"": [{""id"": ""0"", ""type"": ""Feature"", ""properties"": {}, ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[-1.205374, 51.715438, 0.0], [-1.205359, 51.714882, 0.0], [-1.204742, 51.715038, 0.0], [-1.204823, 51.715257, 0.0], [-1.20441, 51.715334, 0.0], [-1.204319, 51.715144, 0.0], [-1.203981, 51.715138, 0.0], [-1.203841, 51.714652, 0.0], [-1.204196, 51.714471, 0.0], [-1.203865, 51.714276, 0.0], [-1.20404, 51.713993, 0.0], [-1.20316, 51.713645, 0.0], [-1.202511, 51.714097, 0.0], [-1.202355, 51.714004, 0.0], [-1.202151, 51.714134, 0.0], [-1.202033, 51.714094, 0.0], [-1.20221, 51.713954, 0.0], [-1.20149, 51.713723, 0.0], [-1.201377, 51.713903, 0.0], [-1.201275, 51.713869, 0.0], [-1.201361, 51.713716, 0.0], [-1.200616, 51.713683, 0.0], [-1.200782, 51.714099, 0.0], [-1.201356, 51.714172, 0.0], [-1.201715, 51.714298, 0.0], [-1.202232, 51.714536, 0.0], [-1.202457, 51.714543, 0.0], [-1.202511, 51.714416, 0.0], [-1.203224, 51.714523, 0.0], [-1.202961, 51.714898, 0.0], [-1.20287, 51.715211, 0.0], [-1.203356, 51.715371, 0.0], [-1.203571, 51.715434, 0.0], [-1.204139, 51.715431, 0.0], [-1.204875, 51.715312, 0.0], [-1.204907, 51.715462, 0.0], [-1.205374, 51.715438, 0.0]]]}, ""bbox"": [-1.205374, 51.713645, -1.200616, 51.715462]}], ""bbox"": [-1.205374, 51.713645, -1.200616, 51.715462]}",acacia@oxfordtogether.org,7484652552
Greater Leys,"GREATER LEYS 06 Anemone Cl, Grebe Cl, Mistletoe Grn, Robin Pl, Thistledown Cl, Violet Way, Wayfaring Cl, Yarrow Cl",,"{""type"": ""FeatureCollection"", ""features"": [{""id"": ""0"", ""type"": ""Feature"", ""properties"": {}, ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[-1.201709, 51.71535, 0.0], [-1.202025, 51.715337, 0.0], [-1.20225, 51.715018, 0.0], [-1.20202, 51.714925, 0.0], [-1.202232, 51.714536, 0.0], [-1.201356, 51.714172, 0.0], [-1.200782, 51.714099, 0.0], [-1.200652, 51.713685, 0.0], [-1.201361, 51.713716, 0.0], [-1.201275, 51.713869, 0.0], [-1.201377, 51.713903, 0.0], [-1.20149, 51.713723, 0.0], [-1.201859, 51.713841, 0.0], [-1.202023, 51.713748, 0.0], [-1.202377, 51.713492, 0.0], [-1.202462, 51.713359, 0.0], [-1.202524, 51.713273, 0.0], [-1.201462, 51.712924, 0.0], [-1.20113, 51.712824, 0.0], [-1.200926, 51.712738, 0.0], [-1.200631, 51.712641, 0.0], [-1.200529, 51.712758, 0.0], [-1.200395, 51.71287, 0.0], [-1.200443, 51.713136, 0.0], [-1.200616, 51.713683, 0.0], [-1.200598, 51.71404, 0.0], [-1.200711, 51.714295, 0.0], [-1.200016, 51.714445, 0.0], [-1.200002, 51.714678, 0.0], [-1.200202, 51.714838, 0.0], [-1.200424, 51.714759, 0.0], [-1.200781, 51.714832, 0.0], [-1.201677, 51.715051, 0.0], [-1.201586, 51.715333, 0.0], [-1.201709, 51.71535, 0.0]]]}, ""bbox"": [-1.202524, 51.712641, -1.200002, 51.71535]}], ""bbox"": [-1.202524, 51.712641, -1.200002, 51.71535]}",anemone@oxfordtogether.org,7484652552
